,price_in_crores,price_per_sqft,floorNum,property_type,noOfFloor,SuperBuiltupArea_sqft,BuiltupArea_sqft,CarpetArea_sqft,servantRoom,studyRoom,poojaRoom,storeRoom,otherAdditionalRoom,luxury_class
1258,0.4,7920.0,9.0,1,1.0,,,505.0426572,False,False,False,False,False,0
1259,4.25,13281.0,3.0,1,1.0,3200.0,,3156.0,True,False,True,False,False,2
1260,2.65,11963.0,19.0,1,1.0,2215.0,,,True,True,True,True,False,0
1261,6.5,36111.0,0.0,0,3.0,,1800.0,,False,True,True,False,False,0
1262,1.1,4857.0,9.0,1,1.0,1750.0,,,False,False,False,False,False,0
1263,1.6,29629.0,0.0,0,4.0,,540.0,500.0,False,False,False,False,False,0
1264,1.7,7223.0,15.0,1,1.0,2215.0,,,True,False,False,False,False,0
1265,0.31,5904.0,6.0,1,1.0,,,524.9558906999999,False,False,False,False,False,0
1266,0.4,6644.0,7.0,1,1.0,602.0,,548.0,False,False,False,False,False,2
1267,5.0,21124.0,0.0,0,3.0,,2367.0,,False,False,True,False,False,2
1268,1.65,6852.0,9.0,1,1.0,2408.0,,,False,False,True,False,False,0
1269,1.1,7097.0,4.0,1,1.0,,1550.0030399999998,1320.0,False,False,False,False,False,0
1270,0.5,6983.0,1.0,1,1.0,,,716.0152931999999,False,False,False,False,False,0
1271,5.25,20388.0,9.0,1,1.0,2575.0,2570.0,2560.0,True,False,True,False,True,0
1272,2.51,14800.0,2.0,1,1.0,1695.0,,,False,True,False,False,False,0
1273,2.04,14623.0,16.0,1,1.0,1795.0,1595.0,1395.0,True,False,False,False,False,2
1274,9.5,40135.0,0.0,0,4.0,,2367.0,,False,False,False,True,False,2
1275,1.34,7882.0,12.0,1,1.0,1725.0,,1700.0,True,True,True,True,False,2
1276,2.75,12791.0,14.0,1,1.0,,2149.9833834,,False,False,False,False,False,0
1277,1.5,8642.0,0.0,0,2.0,,,1619.968455,False,False,False,False,False,0
1278,7.0,12963.0,0.0,0,2.0,,5400.0,,False,False,False,False,False,2
1279,2.25,10553.0,15.0,1,1.0,2132.0,,,True,False,False,False,False,1
1280,1.45,7631.0,2.0,1,1.0,1900.0,,,False,False,False,False,False,2
1281,1.68,8348.0,1.0,1,1.0,2010.0,,,False,False,True,False,False,0
1282,5.49,11584.0,5.0,1,1.0,4739.0,3655.35,,True,False,False,False,False,2
1283,2.17,7716.0,7.0,1,1.0,2812.0,2600.0,2400.0,True,True,True,False,False,0
1284,3.7,17619.0,18.0,1,1.0,,,2100.038841,True,False,False,False,False,2
1285,5.6,30556.0,0.0,0,3.0,,1800.0,,False,False,False,False,False,0
1286,0.42,84000.0,0.0,0,3.0,,450.0,,False,False,False,False,False,0
1287,0.25,4166.0,12.0,1,1.0,,599.9803433999999,,False,False,False,False,False,0
1288,5.31,11204.0,15.0,1,1.0,4739.0,3573.33,3400.0,True,False,True,False,False,0
1289,1.15,6927.0,6.0,1,1.0,1660.0,,1282.0,False,True,False,False,False,2
1290,1.7,6679.0,9.0,1,1.0,2545.0,,,True,False,False,False,False,0
1291,1.63,8358.0,12.0,1,1.0,1950.0,,1161.0,True,False,False,False,False,0
1292,1.0,8796.0,0.0,0,1.0,,120.0,100.0,False,False,True,False,False,0
1293,0.4,4478.0,1.0,1,1.0,,899.9705151,602.0,False,False,False,False,False,0
1294,0.67,8557.0,0.0,0,1.0,,783.0,,False,False,True,False,True,0
1295,0.92,15257.0,0.0,0,4.0,,603.0,,False,False,False,False,True,0
1296,1.8,10000.0,0.0,0,1.0,,1800.0,,False,False,False,False,False,0
1297,0.9,6000.0,1.0,1,1.0,1500.0,1326.0,1050.0,False,False,False,False,False,2
1298,2.0,8510.0,5.0,1,1.0,2350.0,,1850.0,True,False,False,False,False,1
1299,1.5,7812.0,3.0,1,1.0,1920.0,,,False,False,False,False,True,0
1300,0.46,7302.0,0.0,0,3.0,,630.0,,False,False,False,False,False,0
1301,1.25,7396.0,11.0,1,1.0,1690.0,,,False,False,False,False,False,0
1302,0.51,9.0,3.0,1,1.0,,,514395.9567945,False,False,False,False,False,0
1303,0.27,7964.0,13.0,1,1.0,439.0,,339.0,False,False,False,False,False,1
1304,0.87,5367.0,12.0,1,1.0,1360.0,,,False,False,False,False,True,2
1305,0.45,4736.0,1.0,1,1.0,,,950.0226966,False,False,False,False,False,2
1306,0.35,4.0,8.0,1,1.0,,737147.0013119999,,False,False,False,False,False,1
1307,4.05,20769.0,0.0,0,2.0,,2000.0,1950.0,True,False,False,True,False,0
1308,0.75,5813.0,6.0,1,1.0,,,1289.9469744,False,False,True,False,False,0
1309,0.85,4927.0,10.0,1,1.0,1725.0,,,False,True,False,False,False,0
1310,1.45,7455.0,3.0,1,1.0,,,1945.038537,False,False,False,False,False,0
1311,0.59,3975.0,1.0,1,1.0,1252.13,,,False,False,False,False,True,0
1312,0.58,10591.0,0.0,0,2.0,,1000.0,900.0,False,False,False,False,False,0
1313,6.75,290948.0,0.0,0,,,2088.0,,True,True,True,False,True,2
1314,0.42,7106.0,4.0,1,1.0,,,591.0462981,False,True,True,False,False,2
1315,1.15,6927.0,12.0,1,1.0,1660.0,,1082.0,False,False,False,False,False,0
1316,3.83,21577.0,10.0,1,1.0,2164.0,2000.0,1775.0,True,True,False,False,False,2
1317,2.05,9000.0,5.0,1,1.0,2215.0,,,False,False,False,False,False,2
1318,1.25,5000.0,2.0,1,1.0,2350.0,2300.0,2000.0,True,False,True,False,True,0
1319,0.5,6802.0,6.0,1,1.0,735.0,700.0,635.0,False,False,False,False,False,0
1320,3.95,16858.0,15.0,1,1.0,2343.0,,1512.05,True,False,False,False,False,0
1321,0.83,6666.0,12.0,1,1.0,1245.0,1154.0,945.0,False,False,True,False,False,0
1322,2.1,7467.0,7.0,1,1.0,2812.0,2600.0,2400.0,True,True,True,False,False,0
1323,0.38,6387.0,7.0,1,1.0,,,594.9213057,False,False,False,False,False,0
1324,1.0,4033.0,3.0,1,1.0,,2480.004864,,False,False,False,False,False,0
1325,2.3,10994.0,6.0,1,1.0,2092.0,,,True,False,False,False,False,1
1326,3.0,11904.0,0.0,0,3.0,,,2520.0466092,False,False,False,False,False,0
1327,4.6,21296.0,0.0,0,2.0,,2160.0,,True,False,True,True,False,2
1328,1.85,10578.0,7.0,1,1.0,1748.87,1471.12,,False,False,True,True,False,0
1329,3.25,11805.0,11.0,1,1.0,2753.0,,,True,False,False,False,False,0
1330,1.14,6951.0,4.0,1,1.0,1640.0,,,False,False,False,False,False,0
1331,0.56,6812.0,3.0,1,1.0,,,822.0398067,False,False,False,False,False,0
1332,1.6,7000.0,5.0,1,1.0,2262.0,,,True,False,False,False,False,0
1333,2.7,12802.0,15.0,1,1.0,,,2108.9728863,True,False,False,False,False,2
1334,5.25,20115.0,0.0,0,3.0,,2610.0,,True,False,False,False,False,2
1335,0.6,7594.0,2.0,1,1.0,,789.9633548999999,750.0,False,False,False,False,False,2
1336,2.0,6578.0,1.0,1,1.0,2812.0,,,True,False,False,True,False,0
1337,0.66,5181.0,12.0,1,1.0,1264.0,,730.0,False,False,True,False,False,0
1338,6.02,20816.0,29.0,1,1.0,,2892.0473388,,False,False,False,False,False,0
1339,0.95,8600.0,4.0,1,1.0,,,1102.9778577,True,True,False,False,False,0
1340,1.35,11739.0,14.0,1,1.0,1150.0,1120.0,1050.0,False,False,False,True,False,0
1341,2.2,8270.0,8.0,1,1.0,2660.0,,2300.0,True,False,False,False,False,2
1342,1.75,7641.0,12.0,1,1.0,2290.0,,1800.0,True,True,True,False,True,2
1343,,,0.0,0,2.0,,450.0,400.0,True,True,True,False,True,2
1344,1.12,6455.0,4.0,1,1.0,1735.0,1200.0,1126.0,True,True,True,True,False,2
1345,1.55,6578.0,12.0,1,1.0,2356.0,,1750.0,True,False,True,False,False,2
1346,1.51,7641.0,7.0,1,1.0,1976.0,,,True,False,False,False,False,0
1347,1.12,8000.0,6.0,1,1.0,1790.0,1500.0,1400.0,True,False,True,False,False,0
1348,1.49,8514.0,1.0,1,1.0,,,1749.9964878,False,False,False,False,False,2
1349,0.28,4938.0,3.0,1,1.0,567.0,500.0,467.0,False,False,False,False,False,2
1350,1.48,7400.0,1.0,1,1.0,2000.0,,1294.0,True,False,False,True,False,2
1351,0.95,4250.0,16.0,1,1.0,2000.0,1983.0,1900.0,False,False,False,False,False,0
1352,1.7,8395.0,8.0,1,1.0,2025.0,1750.0,1600.0,True,False,True,False,False,2
1353,5.5,16975.0,0.0,0,2.0,,355.0,300.0,False,True,False,False,False,0
1354,0.99,6100.0,14.0,1,1.0,1621.0,,,False,False,False,False,True,0
1355,1.25,9259.0,1.0,1,1.0,1758.0,1500.0,1350.0,True,False,True,False,False,0
1356,1.7,9742.0,22.0,1,1.0,1745.0,1550.0,,False,False,False,False,False,0
1357,1.52,19869.0,0.0,0,1.0,,105.0,,False,False,False,False,False,0
1358,1.35,8737.0,8.0,1,1.0,1545.0,,,True,False,False,False,False,0
1359,2.12,15531.0,2.0,1,1.0,1365.0,1350.0,1300.0,False,False,True,False,False,2
1360,6.25,24300.0,5.0,1,1.0,,,2879.9917596,True,False,False,False,False,2
1361,2.1,11666.0,15.0,1,1.0,1800.0,,1400.0,False,False,False,False,False,2
1362,2.75,17662.0,0.0,0,2.0,,1557.0,,False,True,True,False,False,2
1363,1.1,7586.0,10.0,1,1.0,1450.0,,,False,True,False,False,False,0
1364,1.93,8446.0,12.0,1,1.0,2285.0,,,True,False,False,False,False,0
1365,0.9,6666.0,1.0,1,1.0,1350.0,,,False,False,False,False,False,0
1366,0.64,4706.0,3.0,1,1.0,,1360.0200285,,False,False,False,False,False,0
1367,1.0,9900.0,2.0,1,1.0,,,1009.9776753,False,False,False,False,False,0
1368,2.79,14168.0,26.0,1,1.0,1828.0,,,False,False,False,False,False,0
1369,0.48,9022.0,5.0,1,1.0,632.0,,532.0,False,False,False,True,False,0
1370,2.1,11738.0,6.0,1,1.0,1789.0,,,False,False,False,False,False,0
1371,1.76,9263.0,5.0,1,1.0,1900.0,1600.0,1240.04,True,False,False,False,False,2
1372,1.3,5252.0,9.0,1,1.0,2475.0,,1825.0,True,True,False,False,False,0
1373,1.3,11868.0,16.0,1,1.0,1720.0,,1095.3,True,False,False,False,False,2
1374,1.64,8299.0,4.0,1,1.0,1976.0,1950.0,1642.0,True,False,False,False,False,0
1375,2.35,8834.0,6.0,1,1.0,2660.0,,2356.0,True,False,False,False,False,2
1376,3.4,13765.0,1.0,1,1.0,,,2469.9944277,True,False,False,False,False,0
1377,0.29,5930.0,3.0,1,1.0,,,489.0044313,False,False,False,False,False,0
1378,0.5,9615.0,10.0,1,1.0,,,520.0044921,False,False,False,False,False,0
1379,2.25,16071.0,0.0,0,4.0,,1800.0,1400.0,True,False,False,False,False,2
1380,0.95,10383.0,14.0,1,1.0,,915.0399891,858.0,False,False,False,False,False,0
1381,1.4,6189.0,10.0,1,1.0,2262.0,1854.0,1576.0,False,False,True,True,False,0
1382,0.75,4687.0,2.0,1,1.0,,,1599.9475823999996,False,True,False,False,False,0
1383,0.75,6053.0,5.0,1,1.0,,1239.0336801,1100.0,False,False,False,False,False,0
1384,1.15,5808.0,3.0,1,1.0,1980.0,1350.0,1308.0,True,True,True,True,False,2
1385,0.25,6578.0,4.0,1,1.0,380.0,,,False,False,False,False,False,0
1386,1.1,6376.0,7.0,1,1.0,1725.0,,,False,False,False,False,False,0
1387,1.72,9497.0,9.0,1,1.0,1811.0,,996.3,False,True,False,False,False,2
1388,8.25,30556.0,0.0,0,3.0,,2700.0,,True,True,True,True,False,2
1389,4.6,17624.0,0.0,0,3.0,,2610.0,,True,True,True,True,False,0
1390,1.65,18333.0,0.0,0,3.0,,899.9705151,,False,False,False,False,False,0
1391,2.22,10596.0,20.0,1,1.0,2095.0,,,True,False,False,False,True,0
1392,1.75,10361.0,2.0,1,1.0,1689.0,,,False,False,False,False,False,0
1393,3.5,16666.0,3.0,1,1.0,2100.0,,,True,False,False,False,False,2
1394,1.1,8148.0,2.0,1,1.0,,1350.0095921999998,1050.0,False,True,False,False,False,0
1395,1.5,8670.0,6.0,1,1.0,1730.0,,1725.0,False,False,False,False,False,0
1396,6.5,19607.0,0.0,0,1.0,,29835.0,,True,True,True,False,False,2
1397,0.9,4500.0,15.0,1,1.0,,2000.0421171,,False,False,False,False,False,0
1398,0.86,5449.0,9.0,1,1.0,1578.0,,1310.0,False,True,False,False,True,0
1399,1.25,8620.0,3.0,1,1.0,1450.0,,1177.0,True,True,False,False,False,0
1400,1.2,8043.0,0.0,1,1.0,,1491.9855651,849.0,False,False,False,False,False,0
1401,0.65,9286.0,6.0,1,1.0,,699.9770672999999,,False,False,False,False,False,0
1402,1.1,73333.0,0.0,0,,,1350.0,,False,False,False,False,True,0
1403,1.3,6735.0,10.0,1,1.0,1930.0,1929.0,1928.0,True,False,True,False,False,2
1404,1.8,7758.0,0.0,1,1.0,,,2320.0531614,False,False,True,False,False,1
1405,1.6,9512.0,26.0,1,1.0,1682.0,,1345.0,False,False,False,False,False,2
1406,9.5,26389.0,0.0,0,3.0,,3600.0,,True,True,True,False,False,0
1407,0.67,5583.0,3.0,1,1.0,1200.0,,,False,False,False,False,False,0
1408,1.6,8294.0,9.0,1,1.0,1929.0,1548.0,1300.0,False,False,False,False,True,2
1409,3.0,18271.0,14.0,1,1.0,,1642.0344705,1500.0,True,False,False,False,False,2
1410,1.2,8432.0,2.0,1,1.0,,,1422.9889019999998,False,False,False,False,False,0
1411,1.6,10158.0,2.0,1,1.0,,,1574.9753112,True,False,False,False,True,0
1412,0.82,9854.0,12.0,1,1.0,,,77.31,False,True,False,False,False,0
1413,1.08,6224.0,11.0,1,1.0,1735.0,,,False,False,False,False,True,0
1414,0.29,6035.0,9.0,1,1.0,,,480.5009424,False,False,False,False,False,0
1415,18.0,55556.0,0.0,0,3.0,,3240.0,,True,True,True,False,False,1
1416,0.38,6333.0,3.0,1,1.0,650.0,,600.0,False,False,False,False,False,1
1417,5.0,16666.0,2.0,1,1.0,3246.0,3245.0,3000.0,True,False,False,False,False,2
1418,1.45,8056.0,1.0,1,1.0,,1800.0486692999998,,False,False,False,False,False,0
1419,3.29,17997.0,33.0,1,1.0,1828.0,,,False,False,False,False,False,0
1420,1.6,6597.0,0.0,0,16.0,,21825.0,,True,False,False,False,False,0
1421,2.5,13888.0,10.0,1,1.0,2441.0,1939.03,1800.0,False,True,True,False,False,2
1422,1.16,5808.0,3.0,1,1.0,1997.0,1790.0,1420.0,True,False,False,False,True,0
1423,1.9,9620.0,10.0,1,1.0,,1974.9622068,,False,False,False,False,False,0
1424,1.45,14795.0,3.0,1,1.0,1188.0,,980.0,False,False,False,False,False,0
1425,0.48,7164.0,6.0,1,1.0,,,670.0533975,False,False,False,False,False,0
1426,1.25,7339.0,28.0,1,1.0,1703.0,,,True,False,False,False,False,0
1427,0.38,58.0,10.0,1,1.0,,,64528.99461539999,False,True,False,False,False,0
1428,1.6,11852.0,0.0,0,3.0,,120.0,,False,False,False,False,False,0
1429,5.8,32222.0,0.0,0,2.0,,1800.0,,False,False,False,True,False,0
1430,1.27,5499.0,2.0,1,1.0,1755.0,1500.0,1400.0,False,False,False,False,True,0
1431,1.99,11055.0,4.0,1,1.0,2400.0,2000.0,1800.0,False,False,True,False,True,2
1432,1.68,6601.0,7.0,1,1.0,2545.0,,,True,False,False,False,False,0
1433,3.5,32407.0,0.0,0,3.0,,1080.0,,False,False,False,False,False,0
1434,6.75,21360.0,11.0,1,1.0,3160.0,2455.0,2240.0,True,False,False,False,False,2
1435,2.25,14516.0,16.0,1,1.0,1777.0,1700.0,1550.0,True,False,False,False,False,0
1436,1.87,8697.0,0.0,0,12.0,,2149.9833834,,False,False,False,False,False,0
1437,2.55,13709.0,8.0,1,1.0,1860.0,1600.0,1400.0,False,False,False,False,True,2
1438,1.76,8756.0,6.0,1,1.0,2010.0,,,False,False,False,False,False,0
1439,6.2,25514.0,0.0,0,2.0,,2430.0,,True,False,False,False,False,0
1440,0.8,5556.0,8.0,1,1.0,,1439.9958798,1080.0,False,False,False,False,False,0
1441,1.8,8215.0,12.0,1,1.0,2191.0,,,False,True,False,False,False,2
1442,1.0,8000.0,7.0,1,1.0,1250.0,,,False,False,False,False,False,0
1443,1.1,6790.0,11.0,1,1.0,1620.0,,,False,False,False,False,True,0
1444,6.25,2778.0,0.0,0,3.0,,2660.0,2500.0,True,False,False,False,False,2
1445,6.81,36911.0,0.0,0,,,1845.0,,True,False,False,False,True,2
1446,1.5,9677.0,6.0,1,1.0,1550.0,,,False,True,False,False,False,0
1447,13.5,50000.0,0.0,0,4.0,,2700.0,,True,True,True,False,True,0
1448,0.75,3067.0,3.0,1,1.0,,,2445.0221565,True,False,False,False,False,0
1449,7.85,29074.0,0.0,0,3.0,,2700.0,,True,True,True,False,True,1
1450,0.85,630.0,0.0,0,1.0,,13500.0,,False,False,False,False,True,0
1451,1.38,8972.0,12.0,1,1.0,,,1537.9474607999998,False,False,False,False,False,0
1452,4.25,11294.0,15.0,1,1.0,3763.0,3000.0,2800.0,True,False,True,False,False,0
1453,0.65,6500.0,0.0,0,1.0,,,999.967239,False,False,False,False,False,0
1454,3.55,24500.0,0.0,0,2.0,,1449.0,,False,False,False,False,False,2
1455,2.25,14525.0,3.0,1,1.0,,,1549.0342881,False,False,False,False,False,0
1456,15.5,34307.0,0.0,0,3.0,,4518.0,,True,True,True,True,False,0
1457,1.45,7631.0,7.0,1,1.0,1900.0,1800.0,1700.0,False,False,False,False,True,2
1458,0.22,4400.0,1.0,1,1.0,,,499.9836195,False,False,False,False,False,2
1459,4.25,9334.0,14.0,1,1.0,4553.0,,,False,True,False,False,False,2
1460,0.95,10383.0,14.0,1,1.0,,915.0399891,675.0,False,False,False,False,False,0
1461,10.3,31790.0,0.0,0,3.0,,3240.0,,True,True,True,True,False,2
1462,0.9,5855.0,9.0,1,1.0,,1536.9787089,,False,False,False,False,False,2
1463,0.7,8101.0,0.0,0,2.0,,7776.0,,False,False,False,False,False,0
1464,2.0,8554.0,14.0,1,1.0,2338.0,,,True,False,False,False,False,0
1465,1.78,10022.0,5.0,1,1.0,1776.0,,1300.0,False,True,True,False,False,0
1466,4.3,13870.0,4.0,1,1.0,,,3100.00608,True,True,True,False,False,0
1467,3.5,17039.0,15.0,1,1.0,,,2053.9693062,True,True,True,False,False,2
1468,2.98,14557.0,0.0,1,1.0,2047.0,,,False,False,False,False,True,2
1469,0.26,6598.0,6.0,1,1.0,,,393.959106,False,False,False,False,False,0
1470,3.3,15102.0,15.0,1,1.0,2185.0,1800.0,1600.0,True,False,False,False,False,1
1471,6.0,33333.0,0.0,0,3.0,,1800.0,,False,False,False,False,False,2
1472,2.35,11358.0,8.0,1,1.0,2069.0,1900.0,1800.0,False,False,False,False,False,2
1473,0.64,4923.0,6.0,1,1.0,1300.0,,1100.0,False,True,False,False,False,0
1474,2.0,7765.0,15.0,1,1.0,2125.0,,,True,False,False,False,False,0
1475,2.29,8609.0,10.0,1,1.0,2660.0,,2000.0,True,True,False,False,False,1
1476,5.7,211111.0,0.0,0,1.0,,269.9588628,,False,False,False,False,False,0
1477,1.75,10028.0,10.0,1,1.0,1745.0,1550.0,1250.0,False,False,True,False,False,2
1478,0.49,6577.0,7.0,1,1.0,745.0,,645.0,False,False,False,False,False,0
1479,2.99,14950.0,7.0,1,1.0,2000.0,1800.0,1500.0,True,False,False,False,False,2
1480,1.9,10526.0,9.0,1,1.0,,,1805.0000679,True,False,False,False,False,2
1481,5.8,12500.0,9.0,1,1.0,,3699.9864234,,True,True,True,False,True,1
1482,0.4,8889.0,0.0,0,4.0,,450.0,,False,False,True,False,False,0
1483,5.75,29716.0,0.0,0,2.0,,1935.0,,True,False,True,True,False,0
1484,1.55,7381.0,1.0,1,1.0,,2100.038841,1600.0,False,False,False,False,False,0
1485,0.9,9463.0,13.0,1,1.0,1275.0,,951.0,False,False,False,False,False,1
1486,1.78,8124.0,10.0,1,1.0,2191.0,,,True,False,False,False,False,0
1487,1.15,9856.0,12.0,1,1.0,,,108.4,False,True,False,False,False,0
1488,0.9,4260.0,3.0,1,1.0,1995.0,,,True,False,False,False,False,0
1489,0.4,4444.0,3.0,1,1.0,,,899.9705151,False,False,False,False,False,0
1490,1.65,7006.0,5.0,1,1.0,2355.0,,,False,True,False,False,False,2
1491,1.17,8297.0,0.0,1,1.0,1410.0,,,False,False,False,False,False,0
1492,0.54,4458.0,17.0,1,1.0,1200.0,,,False,False,False,False,False,0
1493,0.56,4106.0,10.0,1,1.0,,1364.0026752,1200.0,False,False,False,False,False,0
1494,9.54,29444.0,0.0,0,3.0,,3240.0,,True,True,True,True,False,0
1495,2.65,16747.0,10.0,1,1.0,,,124.0,False,False,False,False,False,0
1496,2.6,46917.0,6.0,1,1.0,,,554.1260867999999,False,False,False,False,False,0
1497,3.8,13571.0,15.0,1,1.0,2800.0,2791.0,2768.0,True,False,False,False,False,2
1498,0.7,4673.0,4.0,1,1.0,,1498.0133546999998,,False,False,False,False,False,0
1499,1.55,7738.0,7.0,1,1.0,2003.0,1750.0,1550.0,True,False,True,False,False,2
1500,0.92,4854.0,14.0,1,1.0,,1894.9863555,1600.0,False,False,False,False,False,2
1501,4.25,26235.0,0.0,0,3.0,,200.0,180.0,False,False,True,True,False,2
1502,1.9,8444.0,1.0,1,1.0,2727.0,2500.0,2250.0,True,False,False,False,False,0
1503,1.55,10000.0,6.0,1,1.0,1550.0,,,False,False,False,True,False,2
1504,1.4,8928.0,12.0,1,1.0,1568.0,,,False,False,False,False,False,0
1505,1.35,8181.0,9.0,1,1.0,1650.0,,1022.58,True,False,False,False,False,0
1506,7.5,34722.0,0.0,0,2.0,,241.0,240.0,True,False,False,False,False,2
1507,1.75,6903.0,1.0,1,1.0,,2535.0084441,1960.0,False,False,False,False,False,0
1508,1.8,10638.0,1.0,1,1.0,1692.0,,,False,False,False,False,False,0
1509,0.99,5454.0,5.0,1,1.0,1815.0,1400.0,1270.0,True,False,False,False,False,0
1510,0.21,4666.0,2.0,1,1.0,,,450.0390771,False,False,False,False,False,0
1511,2.4,10545.0,15.0,1,1.0,2162.0,,,False,False,False,False,False,0
1512,1.16,10500.0,1.0,1,1.0,1103.0,,,False,True,False,False,False,0
1513,9.4,26111.0,0.0,0,2.0,,3600.0,,True,True,True,True,False,2
1514,0.65,5777.0,0.0,0,1.0,,10125.0,,False,False,False,True,False,0
1515,0.45,7908.0,2.0,1,1.0,,,568.9802825999999,False,False,False,False,False,2
1516,6.15,27333.0,0.0,0,3.0,,270.0,250.0,True,False,True,True,False,2
1517,1.92,8000.0,5.0,1,1.0,2400.0,,,True,False,False,False,False,2
1518,5.25,15648.0,30.0,1,1.0,3355.0,3000.0,2800.0,True,False,False,False,False,2
1519,8.95,17900.0,0.0,0,4.0,,45000.0,,False,False,False,False,False,0
1520,1.8,7623.0,2.0,1,1.0,2361.0,,1384.0,True,False,False,False,False,0
1521,2.23,9911.0,10.0,1,1.0,2450.0,,2250.0,True,False,False,False,False,2
1522,1.23,9111.0,1.0,1,1.0,1350.0,,,False,True,False,False,False,0
1523,4.0,9523.0,15.0,1,1.0,4200.0,,,True,False,False,False,False,2
1524,1.75,8974.0,0.0,1,1.0,,1949.9899356,,False,False,False,False,False,0
1525,1.12,6215.0,0.0,1,1.0,1802.0,,,True,False,False,False,False,0
1526,5.0,232.0,0.0,0,2.0,,18.0,,True,True,True,False,True,2
1527,0.7,3500.0,0.0,0,2.0,,,2000.0421171,False,False,False,False,False,0
1528,0.5,5000.0,2.0,1,1.0,,999.967239,999.0,False,False,False,False,False,0
1529,1.36,8618.0,12.0,1,1.0,1578.0,,,False,False,True,False,False,2
1530,1.65,75000.0,0.0,0,1.0,,220.0143204,,False,False,False,False,False,0
1531,1.9,3786.0,0.0,0,3.0,,5018.0272029,,False,False,False,False,True,1
1532,3.5,11428.0,16.0,1,1.0,,2624.9947317,,True,False,False,False,True,0
1533,1.25,5896.0,6.0,1,1.0,2120.0,1616.0,,True,False,False,False,False,2
1534,0.3,4011.0,3.0,1,1.0,,743.0327073,621.0,False,False,False,False,False,0
1535,0.5,5000.0,2.0,1,1.0,1000.0,,,False,False,False,False,True,0
1536,1.8,9473.0,4.0,1,1.0,1900.0,,1244.33,True,True,True,True,False,2
1537,,,0.0,0,4.0,,108000.0,,True,False,False,True,False,1
1538,0.97,6587.0,1.0,1,1.0,1480.0,,,False,False,False,False,True,0
1539,3.6,19608.0,0.0,0,3.0,,1836.0,,False,False,True,False,False,2
1540,1.72,7850.0,10.0,1,1.0,2191.0,,,True,False,False,False,False,0
1541,0.4,6728.0,2.0,1,1.0,,,594.4907493,False,False,False,False,False,0
1542,8.5,17820.0,0.0,0,3.0,,4770.0,,True,True,True,True,False,2
1543,4.5,20000.0,0.0,0,1.0,,,2500.0257366,False,False,False,False,False,0
1544,2.65,8412.0,10.0,1,1.0,3150.0,,,True,False,False,False,False,0
1545,,,0.0,0,2.0,,4500.0,,True,True,True,True,False,2
1546,2.65,11276.0,3.0,1,1.0,2605.0,2491.0,2350.0,True,False,False,False,False,0
1547,1.1,4681.0,0.0,1,1.0,,2349.9768312,1850.0,False,False,False,False,False,0
1548,1.1,6051.0,12.0,1,1.0,1735.0,,,True,False,False,False,False,2
1549,2.8,14358.0,12.0,1,1.0,1950.0,1920.0,1600.0,True,True,True,False,False,1
1550,1.15,11558.0,15.0,1,1.0,,,92.44,False,False,False,False,False,0
1551,2.3,10000.0,15.0,1,1.0,,,2290.0218525,True,False,False,False,False,0
1552,6.4,20317.0,0.0,0,3.0,,349.0,348.0,False,False,False,False,True,0
1553,0.92,6815.0,3.0,1,1.0,,1350.0095921999998,1120.0,False,False,False,False,False,0
1554,1.24,6465.0,8.0,1,1.0,1918.0,1650.0,1550.0,False,True,False,False,False,2
1555,0.94,6881.0,1.0,1,1.0,1366.0,,,False,False,False,False,False,0
1556,0.78,5735.0,8.0,1,1.0,,1360.0200285,,False,False,False,False,False,0
1557,2.0,7490.0,14.0,1,1.0,2670.0,,,True,False,False,False,False,0
1558,0.26,4513.0,4.0,1,1.0,,,575.9768240999999,False,False,False,False,False,0
1559,3.5,21605.0,0.0,0,2.0,,1620.0,,False,False,True,False,False,2
1560,11.75,41315.0,0.0,0,4.0,,2844.0,,True,True,False,True,False,2
1561,1.45,9797.0,8.0,1,1.0,,1480.037625,1050.0,False,False,False,False,False,1
